SeqNumber,Avg_Temperature(°C),Avg_Humidity(%),Avg_Sunlight(Lux),Max_Temperature(°C),Max_Humidity(%),Max_Sunlight(Lux),Max_Power(mW),Min_Temperature(°C),Min_Humidity(%),Min_Sunlight(Lux),Min_Power(mW),Avg_Lag_1_Temperature(°C),Avg_Lag_2_Temperature(°C),Avg_Lag_1_Humidity(%),Avg_Lag_2_Humidity(%),Avg_Lag_1_Sunlight(Lux),Avg_Lag_2_Sunlight(Lux),Avg_Lag_1_Power(mW),Avg_Lag_2_Power(mW),Max_Lag_1_Temperature(°C),Max_Lag_2_Temperature(°C),Max_Lag_1_Humidity(%),Max_Lag_2_Humidity(%),Max_Lag_1_Sunlight(Lux),Max_Lag_2_Sunlight(Lux),Max_Lag_1_Power(mW),Max_Lag_2_Power(mW),Min_Lag_1_Temperature(°C),Min_Lag_2_Temperature(°C),Min_Lag_1_Humidity(%),Min_Lag_2_Humidity(%),Min_Lag_1_Sunlight(Lux),Min_Lag_2_Sunlight(Lux),Min_Lag_1_Power(mW),Min_Lag_2_Power(mW),MA6_Temperature(°C),MA6_Max_Temperature(°C),MA6_Min_Temperature(°C),MA6_Humidity(%),MA6_Max_Humidity(%),MA6_Min_Humidity(%),MA6_Sunlight(Lux),MA6_Max_Sunlight(Lux),MA6_Min_Sunlight(Lux),MA6_Power(mW),MA6_Max_Power(mW),MA6_Min_Power(mW),Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Minute_0,Minute_10,Minute_20,Minute_30,Minute_40,Minute_50,Avg_Power(mW)
20240515125006,35.8,35.17,67214.08,36.51,35.83,73831.8,2176.42,35.37,33.94,51047.42,1275.67,35.7,35.65,35.35,35.49,64456.96,61148.55,1832.92,1686.07,36.16,36.16,35.83,35.87,73831.8,73558.67,2176.42,2166.21,35.37,35.37,34.42,34.82,45211.17,40747.73,943.92,707.9,36.25,37.03,35.6,34.16,35.43,32.55,68929.05,74423.27,59717.94,1936.82,2115.77,1561.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
20240515130006,35.63,35.65,65463.57,36.0,37.03,70805.86,2095.07,35.04,34.84,56403.9,1483.69,35.72,35.77,35.44,35.3,66203.52,66884.36,1941.39,1957.22,36.51,36.51,37.03,37.03,72782.42,73831.8,2140.0,2176.42,35.04,35.04,33.94,33.94,56403.9,56403.9,1483.69,1483.69,36.19,36.95,35.58,34.36,35.59,32.82,68433.3,73841.98,59794.91,1951.9,2125.67,1598.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
20240515131006,35.51,35.82,65342.1,36.03,37.01,68130.31,2060.18,34.68,34.67,61163.82,1854.55,35.51,35.5,35.86,35.83,65539.22,66125.18,1990.89,2005.39,36.03,36.03,37.01,37.01,68130.31,68130.31,2060.18,2060.18,34.68,34.68,34.67,34.67,61163.82,62362.34,1854.55,1854.55,36.12,36.84,35.48,34.54,35.8,33.15,67138.97,72686.29,58089.07,1940.02,2119.71,1571.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,
20240515132006,35.3,36.24,62394.86,35.67,37.53,65742.27,2027.45,34.34,35.72,58306.79,1711.7,35.43,35.48,36.05,36.02,62525.32,62811.02,1918.62,1934.77,35.67,35.67,36.5,36.5,65742.27,65742.27,2027.45,2027.45,35.1,35.1,35.61,35.61,58306.79,60227.65,1711.7,1788.3,35.93,36.64,35.21,34.93,36.24,33.62,65497.11,71414.4,56162.52,1910.61,2101.67,1513.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
20240515133006,34.64,37.25,53395.48,35.62,40.45,66773.67,2068.46,33.05,35.36,32366.67,409.84,34.77,34.89,36.96,36.75,56179.61,58773.62,1569.37,1699.55,35.62,35.62,38.56,38.27,66773.67,66773.67,2068.46,2068.46,33.92,34.24,35.36,35.36,32366.67,33921.41,409.84,459.93,35.52,36.24,34.65,35.69,37.29,34.33,62231.21,69979.3,50006.05,1798.11,2090.66,1240.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
20240515134006,32.6,42.03,45530.97,33.22,42.74,62509.68,1548.04,32.3,40.95,36907.5,13.37,32.58,32.7,41.98,41.62,42706.58,40561.75,821.16,707.34,33.05,33.92,42.74,42.74,54107.5,54107.5,1548.04,1465.44,32.3,32.3,40.45,38.56,34265.83,32366.67,472.28,409.84,34.91,35.51,34.13,37.03,38.43,35.91,59890.18,67965.6,49366.02,1663.55,1995.94,1124.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
20240515135006,33.47,40.11,49842.48,34.86,42.97,65438.59,2063.41,32.27,37.49,35213.33,444.92,33.56,33.61,39.9,39.83,51130.66,51923.3,1048.54,1129.58,34.86,34.86,42.83,42.07,65438.59,65438.59,2063.41,2063.41,32.27,32.62,37.49,37.49,35213.33,35213.33,13.37,13.37,34.52,35.23,33.61,37.85,39.62,36.51,56994.91,66566.73,46727.0,1527.82,1977.1,986.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
20240515140006,32.26,42.86,42472.4,32.87,44.08,58022.89,1480.55,31.82,41.8,35766.66,431.93,32.31,32.35,42.77,42.64,43643.94,44423.72,760.28,785.75,32.87,32.87,44.08,43.11,58022.89,58022.89,1480.55,1480.55,31.87,32.17,41.8,41.8,35766.66,35766.66,445.31,445.31,33.96,34.71,33.08,39.05,40.8,37.66,53163.05,64436.24,43287.46,1325.97,1874.68,811.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
20240515141006,31.74,44.13,36245.75,32.2,45.4,38678.33,435.63,31.32,43.26,34674.16,303.91,31.74,31.76,44.13,44.13,36569.58,36879.83,363.36,380.99,32.2,32.2,45.4,45.4,38678.33,38678.33,435.63,482.91,31.32,31.32,43.26,43.26,34988.33,35040.83,303.91,303.91,33.34,34.07,32.52,40.44,42.2,39.1,48313.66,59527.57,38872.52,1052.5,1603.92,552.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
20240515142006,31.27,45.35,31604.25,31.75,46.81,34050.83,294.27,30.63,44.17,28710.83,205.98,31.39,31.48,45.06,44.78,32200.58,32747.08,261.41,269.89,31.84,31.84,46.81,46.13,34674.16,34988.33,306.11,306.64,30.8,30.8,43.86,43.86,29523.33,31100.0,221.84,242.44,32.66,33.42,31.9,41.96,43.74,40.51,43181.89,54245.66,33939.86,775.74,1315.06,301.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
20240515143006,30.68,47.0,30380.25,31.03,48.21,31549.17,266.49,30.04,46.23,28277.5,194.38,30.64,30.63,47.05,47.09,30161.08,30083.0,232.85,232.42,31.02,31.02,48.21,48.21,31549.17,31549.17,266.49,266.49,30.04,30.04,46.23,46.23,28277.5,28277.5,194.38,194.38,32.0,32.65,31.4,43.58,45.04,42.32,39346.02,48374.92,33258.33,577.28,1014.73,265.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
20240515144006,30.22,48.0,28066.83,31.09,49.14,32678.33,279.43,29.79,46.11,25059.17,141.64,30.34,30.44,47.77,47.5,28530.75,28921.25,204.06,210.43,31.09,31.09,49.14,48.73,32678.33,32678.33,279.43,279.43,29.82,29.82,46.11,46.11,25059.17,25059.17,141.64,141.64,31.61,32.3,30.98,44.58,46.1,43.18,36435.33,43403.02,31283.61,480.95,803.3,287.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
20240515145006,29.95,49.0,24585.08,30.18,49.93,26564.17,186.08,29.62,48.44,22627.5,118.93,29.97,29.95,48.86,48.92,24661.42,24666.67,150.22,147.93,30.18,30.18,49.18,49.18,26564.17,26564.17,186.08,186.08,29.75,29.75,48.44,48.44,22627.5,22627.5,118.93,118.93,31.02,31.52,30.54,46.06,47.26,45.0,32225.76,36923.95,29185.97,316.38,490.41,232.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
20240515150006,29.45,50.57,25023.17,29.63,51.12,29645.83,234.81,29.24,50.27,17860.83,67.76,29.49,29.58,50.46,50.22,25787.08,26427.0,167.24,176.78,29.63,30.1,50.95,50.64,29645.83,29645.83,234.81,234.81,29.25,29.37,49.93,48.59,19947.5,23845.0,90.07,143.81,30.55,30.98,30.11,47.34,48.44,46.41,29317.56,32194.44,26201.67,223.79,282.79,172.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
20240515151006,28.97,51.65,19729.33,29.36,52.41,22035.0,118.03,28.71,50.73,17805.0,74.68,28.98,29.01,51.64,51.59,19311.92,19190.42,87.93,85.97,29.36,29.36,52.41,52.41,21162.5,20685.0,109.68,102.9,28.71,28.71,50.73,50.73,17805.0,17805.0,67.76,67.76,30.09,30.51,29.67,48.6,49.6,47.66,26564.82,29420.56,23390.14,180.82,229.85,133.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,
20240515152006,28.63,52.62,17407.42,28.99,53.05,20474.17,98.58,28.34,51.82,15849.17,58.61,28.71,28.75,52.44,52.29,17911.92,18294.17,77.87,81.35,29.09,29.09,53.01,52.89,22035.0,22035.0,118.03,118.03,28.48,28.48,51.22,51.22,15849.17,15849.17,58.61,58.61,29.65,30.05,29.29,49.81,50.64,48.93,24198.68,27157.78,21246.53,151.11,197.24,109.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
20240515153006,28.03,53.93,15526.25,28.29,54.67,16951.67,69.42,27.68,53.33,13555.83,47.84,28.06,28.14,53.8,53.64,15603.67,15771.0,59.93,61.35,28.34,28.56,54.67,54.54,16990.0,17340.0,70.78,74.94,27.68,27.68,53.05,53.01,13555.83,13555.83,47.84,47.84,29.21,29.59,28.9,50.96,51.72,50.12,21723.01,24724.86,18792.92,121.7,164.39,84.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
20240515154006,28.01,54.35,11062.67,28.28,55.51,15394.17,55.58,27.54,53.86,8089.17,16.85,28.07,28.05,54.24,54.23,11528.83,11927.33,34.32,37.02,28.28,28.28,54.71,54.67,16215.83,16215.83,62.54,62.54,27.59,27.59,53.86,53.86,8089.17,8089.17,16.85,16.85,28.84,29.12,28.52,52.02,52.78,51.41,18888.99,21844.17,15964.58,94.04,127.08,64.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,
20240515155006,27.63,55.36,13172.5,27.88,55.67,14139.17,46.21,27.37,55.05,12049.17,35.8,27.59,27.6,55.4,55.34,13009.42,12799.25,40.4,39.42,27.81,27.89,55.67,55.67,14139.17,14139.17,46.21,46.21,27.37,27.37,55.22,54.71,11554.17,11554.17,32.94,32.94,28.45,28.74,28.15,53.08,53.74,52.51,16986.89,19773.34,14201.53,75.77,103.77,50.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
20240515160006,27.68,55.25,13223.17,27.89,55.48,13745.83,43.77,27.57,54.97,12217.5,36.55,27.7,27.72,55.25,55.24,13198.5,13214.42,40.62,40.63,27.89,27.89,55.48,55.48,13745.83,13783.33,43.77,43.77,27.57,27.57,54.97,54.97,12217.5,12217.5,36.55,36.55,28.16,28.45,27.87,53.86,54.46,53.29,15020.22,17123.34,13260.97,56.44,71.93,45.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
20240515161006,27.43,55.41,11106.5,27.69,55.84,13197.5,43.72,27.22,54.89,8961.67,19.45,27.47,27.5,55.37,55.35,11553.5,12002.84,34.51,36.89,27.69,27.69,55.84,55.84,13431.67,13624.17,43.72,43.72,27.22,27.22,54.89,54.89,9130.83,9486.67,19.74,21.52,27.9,28.17,27.62,54.49,55.04,53.99,13583.08,15650.42,11787.08,46.3,59.55,35.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
20240515162006,27.15,56.66,9006.41,27.51,57.63,9250.0,21.61,26.68,55.74,8148.33,16.01,27.19,27.25,56.45,56.25,9087.75,9085.75,20.53,20.51,27.51,27.51,57.62,57.27,9250.0,9250.0,21.61,21.61,26.68,26.93,55.48,55.48,8942.5,8942.5,19.45,19.45,27.66,27.92,27.34,55.16,55.8,54.64,12182.92,13779.72,10503.61,37.47,46.72,28.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
20240515163006,26.78,58.21,6408.92,26.87,58.71,8470.0,18.45,26.61,57.93,3270.0,2.64,26.79,26.79,58.1,58.0,6836.58,7424.67,12.76,14.49,26.9,26.9,58.71,58.28,8470.0,9150.83,18.45,19.91,26.61,26.61,57.63,57.62,3270.0,4119.17,2.64,4.16,27.45,27.69,27.17,55.87,56.47,55.41,10663.36,12366.11,8789.31,29.56,38.22,21.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
20240515164006,26.5,58.93,6836.58,26.7,59.42,7670.83,14.23,26.29,58.7,5600.0,8.99,26.54,26.57,58.85,58.81,6456.67,6023.0,11.06,9.9,26.71,26.71,59.12,59.12,7606.67,7492.5,14.23,14.11,26.34,26.34,58.65,58.65,3871.67,3270.0,4.56,2.64,27.2,27.42,26.96,56.64,57.12,56.21,9959.01,11078.89,8374.44,26.32,31.33,19.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
20240515165006,26.4,59.3,6282.33,26.59,59.7,7690.83,13.48,26.12,58.89,4677.5,6.08,26.42,26.41,59.31,59.33,6581.66,6857.25,10.43,11.24,26.59,26.59,59.7,59.7,7690.83,7690.83,13.55,14.23,26.27,26.27,58.89,59.1,4850.83,5085.83,6.19,6.7,26.99,27.21,26.75,57.29,57.8,56.85,8810.65,10004.17,7145.83,21.09,25.88,14.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
20240515170006,26.39,59.46,4308.67,26.5,59.92,4529.17,5.59,26.32,59.06,4094.17,4.73,26.36,26.38,59.4,59.31,4367.0,4431.75,5.32,5.42,26.5,26.5,59.78,59.65,4677.5,4850.83,6.08,6.19,26.12,26.12,59.06,58.89,4203.33,4231.67,5.15,5.15,26.78,26.98,26.54,58.0,58.54,57.54,7324.9,8468.06,5791.94,15.12,19.51,9.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
20240516070006,35.75,33.57,19021.67,36.65,37.15,19884.17,96.53,34.17,31.07,18416.67,71.73,35.47,35.16,34.28,34.98,18869.67,18714.17,79.23,76.21,36.65,36.47,38.22,38.22,19466.67,19300.0,92.99,86.83,33.83,33.54,31.2,32.09,18364.17,17911.67,67.45,62.75,31.38,32.27,30.37,44.07,46.65,41.56,13643.07,14823.89,12344.03,38.7,46.76,30.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240516071006,36.71,31.19,20678.5,37.01,31.73,22710.83,101.52,36.48,30.49,19750.0,78.45,36.67,36.65,31.24,31.31,20395.83,20122.17,90.58,89.73,36.9,36.81,31.73,31.73,22203.33,21344.17,101.52,101.14,36.48,36.48,30.49,30.53,19750.0,19466.67,78.45,78.45,32.77,33.48,31.91,40.51,42.54,38.8,15479.99,16918.2,14246.67,50.81,60.29,41.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
20240516072006,38.1,28.61,26209.33,38.38,30.76,29084.17,131.82,37.31,26.31,24331.67,74.68,38.0,37.87,28.81,29.05,25844.5,25623.75,101.3,103.98,38.38,38.38,30.76,30.76,29084.17,29084.17,131.82,131.82,37.01,36.9,26.31,26.31,22710.83,22203.33,74.68,84.56,34.08,34.77,33.17,37.52,39.74,35.6,18165.9,20022.78,16655.97,64.41,78.97,51.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20240516073006,38.58,27.23,31157.33,39.13,28.51,34663.33,119.75,37.79,25.94,9433.33,30.47,38.49,38.4,27.48,27.69,30534.75,29708.91,102.67,98.86,39.13,39.06,28.61,28.61,34663.33,34663.33,119.75,119.75,37.79,37.79,25.94,26.1,9433.33,9433.33,30.47,30.47,35.6,36.27,34.63,34.02,36.23,32.11,21507.79,23751.11,16588.61,78.85,94.93,53.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20240516074006,39.69,24.77,38089.34,40.41,26.03,42040.83,203.49,38.99,22.72,32961.66,121.25,39.53,39.41,25.1,25.31,37143.76,36442.59,155.78,148.77,40.36,40.16,26.08,26.08,41469.16,41469.16,192.11,192.11,38.87,38.87,23.88,23.88,32585.0,32585.0,115.12,112.78,36.96,37.57,36.16,30.89,32.65,29.12,25263.64,27791.25,19917.64,99.24,120.09,69.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
20240516075006,41.05,21.91,46672.03,41.38,23.82,49604.53,288.7,40.48,20.87,42722.5,213.68,40.99,40.9,22.09,22.39,46093.37,45346.1,252.32,243.09,41.38,41.38,23.82,23.88,49604.53,49604.53,288.7,288.7,40.41,40.36,20.92,21.16,42040.83,39680.83,203.49,182.95,38.31,38.83,37.54,27.88,29.67,26.23,30304.7,32997.98,24602.64,133.9,156.97,98.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
20240516080006,41.08,20.69,53792.5,41.51,21.46,58862.03,456.59,40.61,19.79,49196.64,299.65,41.04,41.04,20.8,20.9,52689.04,51942.08,355.94,344.13,41.51,41.51,21.46,21.46,56750.7,56750.7,423.49,423.49,40.61,40.61,19.93,19.96,47827.42,47153.59,282.55,275.23,39.2,39.64,38.61,25.73,27.05,24.35,36099.84,39494.29,29732.63,182.43,216.98,136.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240516081006,42.01,19.21,56580.9,43.03,20.2,66455.63,620.93,41.55,18.25,50643.12,360.31,41.84,41.71,19.37,19.48,56593.3,55410.05,441.49,418.74,42.58,42.03,20.2,20.2,66455.63,60484.61,620.93,494.81,41.3,41.3,18.38,18.38,50643.12,50643.12,360.31,360.31,40.08,40.64,39.46,23.74,25.13,22.31,42083.57,46785.09,34881.49,241.63,303.55,183.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
20240516082006,43.07,17.76,59635.94,43.96,18.55,72401.48,745.14,42.1,16.88,47981.95,351.69,43.13,43.18,17.79,17.82,58269.6,57845.72,505.34,495.76,43.96,43.96,18.55,18.82,70694.45,67219.3,716.72,654.4,42.1,42.16,16.88,16.88,47981.95,47981.95,351.69,351.69,40.91,41.57,40.25,21.93,23.1,20.74,47654.67,54004.64,38823.2,313.33,405.77,229.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
20240516083006,42.69,17.39,67750.27,44.08,18.08,79202.66,889.82,41.85,16.11,51748.2,374.62,42.52,42.35,17.57,17.79,67877.67,67149.76,668.98,653.78,43.87,43.37,18.08,18.55,79202.66,79202.66,889.82,889.82,41.85,41.85,16.36,17.22,51748.2,51748.2,374.62,374.62,41.6,42.4,40.93,20.29,21.36,19.1,53753.5,61427.86,45875.68,406.67,534.11,286.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
20240516084006,45.09,15.1,77207.76,45.84,16.42,89067.5,1089.22,44.4,13.08,60723.59,531.65,44.91,44.72,15.4,15.66,76425.58,75476.12,826.77,808.54,45.77,45.55,16.42,16.42,89067.5,89067.5,1089.22,1089.22,44.08,43.87,13.8,14.75,60723.59,60723.59,531.65,531.65,42.5,43.3,41.83,18.68,19.76,17.5,60273.23,69265.64,50502.67,519.5,681.73,355.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
20240516085006,43.08,15.25,74543.0,45.79,17.45,91602.89,1229.0,41.71,13.21,43683.83,327.8,43.48,43.88,14.82,14.49,73640.07,73226.61,833.69,815.88,45.84,45.84,17.01,15.97,91602.89,91425.0,1229.0,1217.45,41.71,41.96,13.08,13.08,43683.83,43683.83,327.8,327.8,42.84,44.04,42.04,17.57,18.69,16.22,64918.4,76265.37,50662.89,619.62,838.45,374.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
20240516090006,38.74,21.82,82678.89,40.92,23.48,94477.89,1215.13,37.75,18.52,62218.59,585.09,39.01,39.29,21.47,21.01,82137.31,82063.64,966.2,973.39,41.81,41.81,23.48,23.48,94477.89,94477.89,1215.13,1229.0,37.75,37.75,17.45,17.01,62218.59,62218.59,585.09,585.09,42.45,43.94,41.56,17.76,19.03,16.01,69732.79,82201.34,52833.21,719.01,964.87,421.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
20240516091006,38.56,21.57,95898.32,39.05,22.26,101203.59,1399.22,38.04,20.61,83754.14,941.52,38.67,38.7,21.49,21.46,95532.29,95433.11,1246.3,1240.89,39.07,39.07,22.26,22.26,101203.59,101203.59,1399.22,1399.22,38.15,38.15,20.61,20.61,83754.14,83754.14,941.52,941.52,41.87,43.27,40.98,18.15,19.37,16.4,76285.7,87992.67,58351.72,854.35,1094.59,518.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
